date,longitude,latitude,sst_celsius,current_u_m_s,current_v_m_s,current_speed_m_s,current_direction_deg
2023-10-27,82.0,8.722222222222221,29.62,1.42,1.75,2.2536414976655004,39.05686204708835
2023-10-27,82.0,9.11111111111111,29.62,1.53,1.11,1.8902380802428038,54.03948280335512
2023-10-27,82.0,9.5,29.63,0.36,-0.59,0.6911584478250989,148.60973189581222
2023-11-03,79.5,6.0,28.92,-0.86,-1.72,1.923018460649819,206.565051177078
2023-11-03,79.5,6.388888888888889,28.98,2.26,-2.78,3.5827363843855435,140.8906264162041
2023-11-03,79.5,6.777777777777778,29.16,4.07,-2.21,4.6313065111262075,118.50185156329903
2023-11-03,79.5,7.166666666666667,29.18,2.98,-1.14,3.1906112267087634,110.93436841944273
2023-11-03,79.5,7.555555555555555,29.2,1.61,-0.16,1.6179307772584093,95.67535588516917
2023-11-03,79.5,7.944444444444445,29.17,0.84,1.3,1.5477725931156683,32.8686789333675
2023-11-03,79.5,8.333333333333334,29.09,0.56,0.48,0.737563556583431,49.398705354995535
2023-11-03,79.5,8.722222222222221,29.25,0.99,0.72,1.22413234578619,53.9726266148964
2023-11-03,79.5,9.11111111111111,29.4,-0.16,-0.89,0.904267659490264,190.19150185002766
2023-11-03,79.5,9.5,29.49,0.11,-0.8,0.8075270893288968,172.17092348994038
2023-11-03,79.77777777777777,6.0,28.92,-1.81,-0.72,1.9479476378999514,248.307829236411
2023-11-03,79.77777777777777,6.388888888888889,28.98,-0.36,-1.32,1.3682105101189657,195.25511870305778
2023-11-03,79.77777777777777,6.777777777777778,29.16,0.11,1.62,1.6237302731673142,3.884491570053073
2023-11-03,79.77777777777777,7.166666666666667,29.18,,,,
2023-11-03,79.77777777777777,7.555555555555555,29.2,,,,
2023-11-03,79.77777777777777,7.944444444444445,29.17,,,,
2023-11-03,79.77777777777777,8.333333333333334,29.09,,,,
2023-11-03,79.77777777777777,8.722222222222221,29.25,-0.74,0.65,0.9849365461794988,311.29537255792286
2023-11-03,79.77777777777777,9.11111111111111,29.4,,,,
2023-11-03,79.77777777777777,9.5,29.49,0.3,-0.7,0.7615773105863908,156.80140948635182
2023-11-03,80.05555555555556,6.0,28.85,-1.56,1.64,2.263448696127217,316.43209618416466
2023-11-03,80.05555555555556,6.388888888888889,28.87,,,,
2023-11-03,80.05555555555556,6.777777777777778,29.12,,,,
2023-11-03,80.05555555555556,7.166666666666667,29.22,,,,
2023-11-03,80.05555555555556,7.555555555555555,29.25,,,,
2023-11-03,80.05555555555556,8.722222222222221,29.32,,,,
2023-11-03,80.05555555555556,9.11111111111111,29.5,,,,
2023-11-03,80.05555555555556,9.5,29.56,,,,
2023-11-03,80.33333333333333,6.0,28.83,,,,
2023-11-03,80.61111111111111,6.0,28.86,,,,
2023-11-03,80.61111111111111,9.5,,-0.16,0.17,0.23345235059857505,316.7357045889284
2023-11-03,80.88888888888889,6.0,29.04,-0.3,-0.21,0.3661966684720111,235.0079798014413
2023-11-03,80.88888888888889,9.11111111111111,29.44,,,,
2023-11-03,80.88888888888889,9.5,29.37,-0.47,-0.2,0.5107837115648853,246.94869908352698
2023-11-03,81.16666666666667,6.0,29.07,-1.36,-0.87,1.614465855941215,237.39271347694603
2023-11-03,81.16666666666667,8.722222222222221,29.61,0.14,-0.57,0.5869412236331675,166.20051460398062
2023-11-03,81.16666666666667,9.11111111111111,29.54,1.47,-3.04,3.376758800980609,154.19378894719057
2023-11-03,81.16666666666667,9.5,29.44,0.61,-1.81,1.910026177831079,161.37533074625267
2023-11-03,81.44444444444444,6.0,29.1,-1.0,-0.32,1.049952379872535,252.25532837494308
2023-11-03,81.44444444444444,6.388888888888889,29.14,,,,
2023-11-03,81.44444444444444,7.944444444444445,29.6,,,,
2023-11-03,81.44444444444444,8.333333333333334,29.74,-0.28,0.88,0.9234717104492156,342.34987578006985
2023-11-03,81.44444444444444,8.722222222222221,29.71,1.76,-0.72,1.901578291840754,112.24902365721238
2023-11-03,81.44444444444444,9.11111111111111,29.63,0.56,-1.07,1.2076837334335508,152.37403713265778
2023-11-03,81.44444444444444,9.5,29.52,0.27,-0.44,0.5162363799656122,148.46520809481171
2023-11-03,81.72222222222223,6.0,29.1,-0.46,-0.07,0.46529560496527367,261.34745820888526
2023-11-03,81.72222222222223,6.388888888888889,29.14,0.42,2.35,2.3872368964977064,10.13310991446981
2023-11-03,81.72222222222223,7.944444444444445,29.6,-0.07,1.63,1.631502375113196,357.54095600989535
2023-11-03,81.72222222222223,8.333333333333334,29.74,0.95,4.48,4.57961788799022,11.972423739469516
2023-11-03,81.72222222222223,8.722222222222221,29.71,1.93,1.4,2.3843028331149547,54.04329667404863
2023-11-03,81.72222222222223,9.11111111111111,29.63,0.39,0.08,0.39812058474788764,78.40782458970894
2023-11-03,81.72222222222223,9.5,29.52,0.17,-0.48,0.5092150822589606,160.4975514933378
2023-11-03,82.0,6.0,29.2,-1.19,-1.33,1.7846568297574747,221.82016988013575
2023-11-03,82.0,6.388888888888889,29.18,-0.69,0.36,0.7782673062643708,297.5528115767178
